train_loss,epoch,step,val_loss
1.0036516189575195,0,49,
0.9810796976089478,0,99,
1.1484358310699463,0,149,
0.89540034532547,0,199,
0.9895908236503601,0,249,
0.9363868832588196,0,299,
0.6741430759429932,0,349,
0.968575119972229,0,399,
0.48966583609580994,0,449,
0.9845567941665649,0,499,
1.005724310874939,0,549,
0.6154439449310303,0,599,
0.7000712156295776,0,649,
0.7859046459197998,0,699,
0.8004587292671204,0,749,
1.2005950212478638,0,799,
0.5500807166099548,0,849,
0.6397543549537659,0,899,
0.4374147653579712,0,949,
0.4263194501399994,0,999,
0.7035900950431824,0,1049,
0.5514489412307739,0,1099,
1.3368862867355347,0,1149,
0.9881666898727417,0,1199,
0.6343828439712524,0,1249,
0.555379331111908,0,1299,
0.8118574619293213,0,1349,
0.6743123531341553,0,1399,
0.7344309091567993,0,1449,
0.7413092851638794,0,1499,
0.6961964964866638,0,1549,
0.4664643108844757,0,1599,
0.7395653128623962,0,1649,
1.048429250717163,0,1699,
0.7186391949653625,0,1749,
0.5337921977043152,0,1799,
0.5195262432098389,0,1849,
0.4183492958545685,0,1899,
0.7077412605285645,0,1949,
,0,1965,0.6655455827713013
0.5362344980239868,1,1999,
0.7713806629180908,1,2049,
0.5291101336479187,1,2099,
0.6332332491874695,1,2149,
0.7723866701126099,1,2199,
0.5106245279312134,1,2249,
0.4838401675224304,1,2299,
0.43907105922698975,1,2349,
0.4730404019355774,1,2399,
0.6143795251846313,1,2449,
0.4652978777885437,1,2499,
0.1321217119693756,1,2549,
0.3747428059577942,1,2599,
0.7916224002838135,1,2649,
0.3921178877353668,1,2699,
0.5025351047515869,1,2749,
0.5550368428230286,1,2799,
0.3537476658821106,1,2849,
0.40005648136138916,1,2899,
0.3177809417247772,1,2949,
0.4572697579860687,1,2999,
0.7646102905273438,1,3049,
0.689694344997406,1,3099,
0.49132612347602844,1,3149,
0.6426378488540649,1,3199,
0.7593967914581299,1,3249,
0.40811455249786377,1,3299,
0.5961023569107056,1,3349,
0.3495156466960907,1,3399,
0.7331538200378418,1,3449,
0.41550761461257935,1,3499,
0.7636262774467468,1,3549,
0.519440770149231,1,3599,
0.6353208422660828,1,3649,
0.582159698009491,1,3699,
0.5952463746070862,1,3749,
0.5917622447013855,1,3799,
0.6757901906967163,1,3849,
0.4505520761013031,1,3899,
,1,3931,0.6922818422317505
0.2680257558822632,2,3949,
0.6420039534568787,2,3999,
0.12328224629163742,2,4049,
0.226707324385643,2,4099,
0.1086183488368988,2,4149,
0.16587743163108826,2,4199,
0.38378968834877014,2,4249,
0.2553638219833374,2,4299,
0.27193301916122437,2,4349,
0.5830843448638916,2,4399,
0.3482135534286499,2,4449,
0.2536684572696686,2,4499,
0.5794993042945862,2,4549,
0.35895636677742004,2,4599,
0.5402597784996033,2,4649,
0.19828127324581146,2,4699,
0.3568226397037506,2,4749,
0.8534286022186279,2,4799,
0.3526116609573364,2,4849,
0.47940579056739807,2,4899,
0.2679939568042755,2,4949,
0.2664727568626404,2,4999,
0.34241780638694763,2,5049,
0.2671656310558319,2,5099,
0.2872058153152466,2,5149,
0.4178782105445862,2,5199,
0.3808358907699585,2,5249,
0.4804435670375824,2,5299,
0.2752939462661743,2,5349,
0.41102269291877747,2,5399,
0.20801302790641785,2,5449,
0.34967485070228577,2,5499,
0.4095942974090576,2,5549,
0.3509978950023651,2,5599,
0.1367868185043335,2,5649,
0.2924218475818634,2,5699,
0.5139150619506836,2,5749,
0.4355221390724182,2,5799,
0.1789652407169342,2,5849,
,2,5897,0.7751518487930298
0.1788199245929718,3,5899,
0.2558159828186035,3,5949,
0.23924213647842407,3,5999,
0.18162253499031067,3,6049,
0.43333300948143005,3,6099,
0.2891315519809723,3,6149,
0.23371121287345886,3,6199,
0.5798167586326599,3,6249,
0.12570986151695251,3,6299,
0.38201695680618286,3,6349,
0.5893158316612244,3,6399,
0.025781892240047455,3,6449,
0.12904472649097443,3,6499,
0.14261668920516968,3,6549,
0.2708755135536194,3,6599,
0.24252356588840485,3,6649,
0.3561719059944153,3,6699,
0.258819043636322,3,6749,
0.1985141634941101,3,6799,
0.06194699928164482,3,6849,
0.12852416932582855,3,6899,
0.5322149395942688,3,6949,
0.5317473411560059,3,6999,
0.27290162444114685,3,7049,
0.06170735880732536,3,7099,
0.07985749840736389,3,7149,
0.25214114785194397,3,7199,
0.09012143313884735,3,7249,
0.21430538594722748,3,7299,
0.23338963091373444,3,7349,
0.060100868344306946,3,7399,
0.09643727540969849,3,7449,
0.16193251311779022,3,7499,
0.047833699733018875,3,7549,
0.2255457192659378,3,7599,
0.1620771437883377,3,7649,
0.12679588794708252,3,7699,
0.5099570751190186,3,7749,
0.1890653371810913,3,7799,
0.3510739207267761,3,7849,
,3,7863,0.9483358263969421
0.12969355285167694,4,7899,
0.03248594328761101,4,7949,
0.1323472410440445,4,7999,
0.020563293248414993,4,8049,
0.14687122404575348,4,8099,
0.03752640262246132,4,8149,
0.08897977322340012,4,8199,
0.018762005493044853,4,8249,
0.0993000790476799,4,8299,
0.04401126131415367,4,8349,
0.046253666281700134,4,8399,
0.08596459776163101,4,8449,
0.19992510974407196,4,8499,
0.07277309149503708,4,8549,
0.08220165967941284,4,8599,
0.09864318370819092,4,8649,
0.06494102627038956,4,8699,
0.25865834951400757,4,8749,
0.312606543302536,4,8799,
0.053934428840875626,4,8849,
0.09117155522108078,4,8899,
0.06544014066457748,4,8949,
0.6437704563140869,4,8999,
0.2106970250606537,4,9049,
0.061640042811632156,4,9099,
0.0239209346473217,4,9149,
0.03495919331908226,4,9199,
0.4722778797149658,4,9249,
0.03626080974936485,4,9299,
0.14627604186534882,4,9349,
0.1494857221841812,4,9399,
0.3727004826068878,4,9449,
0.252381294965744,4,9499,
0.03187622129917145,4,9549,
0.055570170283317566,4,9599,
0.047122128307819366,4,9649,
0.4347180426120758,4,9699,
0.09965050220489502,4,9749,
0.0840684249997139,4,9799,
,4,9829,1.173673152923584
