train_loss,epoch,step,val_loss
0.722687840461731,0,49,
0.7707739472389221,0,99,
0.9593713283538818,0,149,
0.5116356015205383,0,199,
0.7747648358345032,0,249,
0.3881973624229431,0,299,
,0,327,0.5999295711517334
0.6551809310913086,1,349,
0.6883722543716431,1,399,
0.7311739325523376,1,449,
0.7764125466346741,1,499,
0.36180388927459717,1,549,
0.4357830286026001,1,599,
0.3555088937282562,1,649,
,1,655,0.48016977310180664
0.5504906177520752,2,699,
0.26403751969337463,2,749,
0.9143872261047363,2,799,
0.21956397593021393,2,849,
0.2013133019208908,2,899,
0.33910641074180603,2,949,
,2,983,0.38429132103919983
0.24875479936599731,3,999,
0.22244513034820557,3,1049,
0.4001266658306122,3,1099,
0.4910120666027069,3,1149,
0.31526339054107666,3,1199,
0.24887295067310333,3,1249,
0.32281294465065,3,1299,
,3,1311,0.292873352766037
0.2031979262828827,4,1349,
0.09338793903589249,4,1399,
0.22405186295509338,4,1449,
0.7126689553260803,4,1499,
0.567712664604187,4,1549,
0.494119793176651,4,1599,
,4,1639,0.2343168705701828
0.09868282824754715,5,1649,
0.5056809186935425,5,1699,
0.06729930639266968,5,1749,
0.06879913061857224,5,1799,
0.19599159061908722,5,1849,
0.3325134217739105,5,1899,
0.10153660923242569,5,1949,
,5,1967,0.1936052143573761
0.07427117228507996,6,1999,
0.13121266663074493,6,2049,
0.4258474111557007,6,2099,
0.1742190718650818,6,2149,
0.049742959439754486,6,2199,
0.09664180129766464,6,2249,
,6,2295,0.15417549014091492
0.14098122715950012,7,2299,
0.13035042583942413,7,2349,
0.018989717587828636,7,2399,
0.2780086100101471,7,2449,
0.04040291905403137,7,2499,
0.021872006356716156,7,2549,
0.013603288680315018,7,2599,
,7,2623,0.12809771299362183
0.1223471388220787,8,2649,
0.21717149019241333,8,2699,
0.020606348291039467,8,2749,
0.0542021170258522,8,2799,
0.023114889860153198,8,2849,
0.08019766956567764,8,2899,
0.020121576264500618,8,2949,
,8,2951,0.09413876384496689
0.45302635431289673,9,2999,
0.018998626619577408,9,3049,
0.060016438364982605,9,3099,
0.13736742734909058,9,3149,
0.272134393453598,9,3199,
0.24939514696598053,9,3249,
,9,3279,0.05149892345070839
0.2958407700061798,10,3299,
0.1741424798965454,10,3349,
0.029995540156960487,10,3399,
0.0028625589329749346,10,3449,
0.012320986948907375,10,3499,
0.10866934806108475,10,3549,
0.03926842287182808,10,3599,
,10,3607,0.051139842718839645
0.14253570139408112,11,3649,
0.1130036935210228,11,3699,
0.00800000224262476,11,3749,
0.330702006816864,11,3799,
0.19937054812908173,11,3849,
0.005420660600066185,11,3899,
,11,3935,0.04274286329746246
0.12643927335739136,12,3949,
0.3731653690338135,12,3999,
0.09375262260437012,12,4049,
0.02187485434114933,12,4099,
0.038223061710596085,12,4149,
0.03191303089261055,12,4199,
0.006447915453463793,12,4249,
,12,4263,0.029660269618034363
0.23440279066562653,13,4299,
0.030003398656845093,13,4349,
0.18204613029956818,13,4399,
0.01098586618900299,13,4449,
0.006291750818490982,13,4499,
0.007660414557904005,13,4549,
,13,4591,0.036191459745168686
0.005611882079392672,14,4599,
0.019056135788559914,14,4649,
0.010371476411819458,14,4699,
0.022027073428034782,14,4749,
0.03379756957292557,14,4799,
0.002610151655972004,14,4849,
0.040339406579732895,14,4899,
,14,4919,0.03207780793309212
0.031477510929107666,15,4949,
0.00715465797111392,15,4999,
0.008047512732446194,15,5049,
0.011064485646784306,15,5099,
0.13152259588241577,15,5149,
0.026173526421189308,15,5199,
,15,5247,0.024164441972970963
0.011597718112170696,16,5249,
0.29530298709869385,16,5299,
0.10438387095928192,16,5349,
0.00815185159444809,16,5399,
0.00438460661098361,16,5449,
0.007142162416130304,16,5499,
0.005587837193161249,16,5549,
,16,5575,0.02720748819410801
0.000554385595023632,17,5599,
0.18011689186096191,17,5649,
0.17493826150894165,17,5699,
0.013149200938642025,17,5749,
